LocationID,OwnerCSZ,ManagerCSZ,ZIp1,ZIp2,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS
'48NH,"WOLFEBORO, NH 03894","WOLFEBORO, NH 03894",03894,03894,43-35-38.0000N,156938.0000N,071-15-41.0000W,256541.0000W
'NH49,"WOODSTOCK, NH 03293","WOODSTOCK, NH 03293",03293,03293,43-58-13.2450N,158293.2450N,071-40-46.2870W,258046.2870W
'NH23,"WOODSVILLE, NH 03785","WOODSVILLE, NH 03785",03785,03785,44-08-07.4700N,158887.4700N,072-01-28.1200W,259288.1200W
'JY24,"PARAMUS, NJ 07652","PARAMUS, NJ 07652",07652,07652,40-55-25.3700N,147325.3700N,074-52-13.6100W,269533.6100W
'12N,"TRENTON, NJ 08625","ANDOVER, NJ 07821",08625,07821,41-00-31.0310N,147631.0310N,074-44-16.9220W,269056.9220W
'NJ41,"ANDOVER, NJ 07821","ANDOVER, NJ 07821",07821,07821,40-59-16.3520N,147556.3520N,074-43-30.5900W,269010.5900W
'13N,"TRANQUILITY, NJ 07879","TRANQUILITY, NJ 07879",07879,07879,40-57-57.8000N,147477.8000N,074-46-54.0000W,269214.0000W
'52NJ,"ANNANDALE, NJ 08801","ANNANDALE, NJ 08801",08801,08801,40-38-12.6000N,146292.6000N,074-52-08.8000W,269528.8000W
'70NJ,"ASBURY, NJ 08802","ASBURY, NJ 08802",08802,08802,40-40-37.3610N,146437.3610N,075-01-28.6170W,270088.6170W
'NJ04,"TANSBORO, NJ 08009","TANSBORO, NJ 08009",08009,08009,39-44-45.4160N,143085.4160N,074-55-13.5900W,269713.5900W
'ACY,"EGG HARBOR TOWNSHIP, NJ 08234","EGG HARBOR TOWNSHIP, NJ 08234",08234,08234,39-27-27.3000N,142047.3000N,074-34-37.8000W,268477.8000W
'0NJ0,"ATLANTIC CITY, NJ 08401","ATLANTIC CITY, NJ 08401",08401,08401,39-21-32.2900N,141692.2900N,074-26-04.8100W,267964.8100W
'NJ48,"ATLANTIC CITY, NJ 08401","HOUSTON, TX 77061",08401,77061,39-22-46.4200N,141766.4200N,074-25-39.5360W,267939.5360W
'58NJ,"HAMMONTON, NJ 08037","HAMMONTON, NJ 08037",08037,08037,39-23-10.4200N,141790.4200N,074-25-33.5360W,267933.5360W
'28NJ,"ATLANTIC CITY, NJ 08401","ATLANTIC CITY, NJ 08401",08401,08401,39-21-23.0900N,141683.0900N,074-25-05.4300W,267905.4300W
'NJ57,"ATLANTIC CITY, NJ 08404","POMONA, NJ 08240",08404,08240,39-21-25.4190N,141685.4190N,074-25-12.5350W,267912.5350W
'9NJ3,"MORRISTOWN, NJ 07960-4648","MORRISTOWN, NJ 07960-4648",07960-4648,07960-4648,40-43-00.3630N,146580.3630N,074-32-58.5640W,268378.5640W
'2NJ9,"NEW YORK CITY, NY 10956","NEW YORK CITY, NY 10956",10956,10956,40-39-53.0000N,146393.0000N,074-05-27.9000W,266727.9000W
'0NJ1,"BAYVILLE, NJ 08721","BAYVILLE, NJ 08721",08721,08721,39-54-26.4250N,143666.4250N,074-14-05.5120W,267245.5120W
'3NJ0,"GLADSTONE, NJ 07934","GLADSTONE, NJ 07934",07934,07934,40-42-28.0000N,146548.0000N,074-41-02.0000W,268862.0000W
'8NJ6,"BEDMINSTER, NJ 07921","BEDMINSTER, NJ 07921",07921,07921,40-39-08.3660N,146348.3660N,074-41-48.5790W,268908.5790W
'JY06,"NEW YORK, NY 10111","BEDMINSTER, NJ 07921",10111,07921,40-40-20.3650N,146420.3650N,074-41-38.5790W,268898.5790W
'15NJ,"PORT MONMOUTH, NJ 07758","PORT MONMOUTH, NJ 07758",07758,07758,40-25-30.3890N,145530.3890N,074-05-58.5080W,266758.5080W
'35JY,"BELLE MEAD, NJ 08502-5531","BELLE MEAD, NJ 08502-5531",08502-5531,08502-5531,40-26-04.0000N,145564.0000N,074-38-05.0000W,268685.0000W
'BLM,"FARMINGDALE, NJ 07727","FARMINGDALE, NJ 07727",07727,07727,40-11-12.3000N,144672.3000N,074-07-28.4000W,266848.4000W
'NJ09,"BELVIDERE, NJ 07823","BELVIDERE, NJ 07823",07823,07823,40-47-30.3530N,146850.3530N,075-04-13.6260W,270253.6260W
'19N,"BERLIN, NJ 08009","BERLIN, NJ 08009",08009,08009,39-46-42.4000N,143202.4000N,074-56-52.1000W,269812.1000W
'JY34,"MORRISTOWN, NJ 07960","MORRISTOWN, NJ 07960",07960,07960,40-40-00.0200N,146400.0200N,074-38-00.0300W,268680.0300W
'1N7,"FAIRLAWN, NJ 07410","BLAIRSTOWN, NJ 07825",07410,07825,40-58-16.0793N,147496.0793N,074-59-51.0146W,269991.0146W
'NJ33,"BLAIRSTOWN, NJ 07825","BLAIRSTOWN, NJ 07825",07825,07825,40-58-11.3510N,147491.3510N,074-57-26.6190W,269846.6190W
'1NJ5,"BLAIRSTOWN, NJ 07825","BLAIRSTOWN, NJ 07825",07825,07825,40-57-07.0000N,147427.0000N,074-55-08.0000W,269708.0000W
'NJ12,"WOODBRIDGE, NJ 07095","WOODBRIDGE, NJ 07095",07095,07095,40-50-19.7900N,147019.7900N,074-10-44.8500W,267044.8500W
'NJ13,"NEWARK, NJ 07101","NEWARK, NJ 07101",07101,07101,40-07-34.4110N,144454.4110N,074-15-52.5220W,267352.5220W
'9NJ1,"BRIDGEWATER, NJ 08807","BRIDGEWATER, NJ 08807",08807,08807,40-33-52.3700N,146032.3700N,074-33-17.5610W,268397.5610W
'9NJ2,"BRIDGEWATER, NJ 08807","BRIDGEWATER, NJ 08807",08807,08807,40-33-23.3710N,146003.3710N,074-33-44.5620W,268424.5620W
'6NJ2,"BRANCHVILLE, NJ 07826","BRANCHVILLE, NJ 07826",07826,07826,41-09-15.3460N,148155.3460N,074-42-47.5900W,268967.5900W
'JY35,"CAPE CORAL, FL 33914","CAPE CORAL, FL 33914",33914,33914,40-02-00.4200N,144120.4200N,074-03-28.4900W,266608.4900W
'6NJ9,"BRIDGEPORT, NJ 08014","PENNSGROVE, NJ 08069",08014,08069,39-47-30.4070N,143250.4070N,075-22-28.6870W,271348.6870W
